run_id,target,k,fault_ddr4_addr,fault_byte_offset,fault_bit,fault_region,timeout,crash,output_anomaly,top1_match,top5_match,baseline_top1,faulty_top1,baseline_prob,faulty_prob,prob_drop,recovered
104,WEIGHTS,10,0xaaaacc155eac,12252684,6,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
105,WEIGHTS,10,0xaaaacbb926b0,6209040,2,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
106,WEIGHTS,10,0xaaaacc759899,18558969,6,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
107,WEIGHTS,10,0xaaaacc8a35cd,19909933,4,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
108,WEIGHTS,10,0xaaaacc9db9fc,21188956,5,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
109,WEIGHTS,10,0xaaaacb5bde14,95604,5,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
110,WEIGHTS,10,0xaaaacb868fd5,2893621,3,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
111,WEIGHTS,10,0xaaaacc3756f0,14478928,7,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
112,WEIGHTS,10,0xaaaacc823f80,19388128,5,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
113,WEIGHTS,10,0xaaaacbfeb5b9,10767641,1,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
114,WEIGHTS,10,0xaaaacc755a58,18543032,1,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
115,WEIGHTS,10,0xaaaacc47a654,15547828,0,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
116,WEIGHTS,10,0xaaaacc04da5e,11170238,6,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
117,WEIGHTS,10,0xaaaacb82c058,2643896,3,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
118,WEIGHTS,10,0xaaaacc22a2cc,13122092,5,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
119,WEIGHTS,10,0xaaaaccd00cba,24486938,4,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
120,WEIGHTS,10,0xaaaacc76fc00,18649952,2,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
121,WEIGHTS,10,0xaaaaccdb5ec8,25228840,5,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
122,WEIGHTS,10,0xaaaacc852be4,19579716,4,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
123,WEIGHTS,10,0xaaaacbbee696,6585846,5,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
124,WEIGHTS,10,0xaaaacc5125ef,16170319,3,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
125,WEIGHTS,10,0xaaaacc4b0671,15769041,1,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
126,WEIGHTS,10,0xaaaacc3e46af,14933519,5,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
127,WEIGHTS,10,0xaaaacc2ec421,13917057,5,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
128,WEIGHTS,10,0xaaaacc203e54,12965300,7,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
129,WEIGHTS,10,0xaaaacc6d81d9,18028857,1,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
130,WEIGHTS,10,0xaaaacc6acfda,17852218,3,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
131,WEIGHTS,10,0xaaaacbc7f6c3,7179811,2,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
132,WEIGHTS,10,0xaaaacc61ec59,17269689,3,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
133,WEIGHTS,10,0xaaaacc415c4c,15135660,6,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
134,WEIGHTS,10,0xaaaacc425a33,15200659,2,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
135,WEIGHTS,10,0xaaaaccc9403d,24041373,3,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
136,WEIGHTS,10,0xaaaaccc2af91,23611121,0,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
137,WEIGHTS,10,0xaaaacc9046d3,20307507,0,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
138,WEIGHTS,10,0xaaaacbfad6a2,10513922,6,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
139,WEIGHTS,10,0xaaaacb654b62,713410,4,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
140,WEIGHTS,10,0xaaaacbeba2e5,9517637,3,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
141,WEIGHTS,10,0xaaaacbea26e9,9420361,4,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
142,WEIGHTS,10,0xaaaacc8eea35,20218261,1,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
143,WEIGHTS,10,0xaaaacbf22308,9943656,1,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
144,WEIGHTS,10,0xaaaacb6b85a8,1121544,3,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
145,WEIGHTS,10,0xaaaaccc98b4a,24060586,0,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
146,WEIGHTS,10,0xaaaacb8f0102,3446882,2,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
147,WEIGHTS,10,0xaaaacc75c9bb,18571547,4,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
148,WEIGHTS,10,0xaaaacb8f26d8,3456568,3,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
149,WEIGHTS,10,0xaaaacc50530f,16116335,5,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
150,WEIGHTS,10,0xaaaacb6851c1,911649,2,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
151,WEIGHTS,10,0xaaaacc351f9f,14333695,4,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
152,WEIGHTS,10,0xaaaacc835a55,19460533,3,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
153,WEIGHTS,10,0xaaaaccb771ee,22874446,7,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
154,WEIGHTS,10,0xaaaacbd74b7b,8184539,1,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
155,WEIGHTS,10,0xaaaacc992332,20888210,6,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
156,WEIGHTS,10,0xaaaacc4f65a8,16055560,4,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
157,WEIGHTS,10,0xaaaacb7ebfbe,2381598,1,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
158,WEIGHTS,10,0xaaaacbb77e57,6100407,3,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
159,WEIGHTS,10,0xaaaacc7a746c,18877388,0,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
160,WEIGHTS,10,0xaaaacbec690d,9568365,5,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
161,WEIGHTS,10,0xaaaacbcb5770,7401168,6,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
162,WEIGHTS,10,0xaaaacb92a722,3686018,5,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
163,WEIGHTS,10,0xaaaacce0991c,25571452,3,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
164,WEIGHTS,10,0xaaaacbfece29,10773897,6,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
165,WEIGHTS,10,0xaaaacba88090,5117936,6,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
166,WEIGHTS,10,0xaaaacc388a9c,14557692,6,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
167,WEIGHTS,10,0xaaaacbd09a2e,7745934,6,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
168,WEIGHTS,10,0xaaaaccbedeb9,23361049,6,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
169,WEIGHTS,10,0xaaaacc6ae3f4,17857364,4,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
170,WEIGHTS,10,0xaaaacbd968f4,8323156,7,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
171,WEIGHTS,10,0xaaaacc3bca07,14770535,0,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
172,WEIGHTS,10,0xaaaacbe3a770,8994512,0,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
173,WEIGHTS,10,0xaaaacc940952,20553906,4,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
174,WEIGHTS,10,0xaaaacbd4ed89,8029417,0,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
175,WEIGHTS,10,0xaaaacb622f80,509664,3,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
176,WEIGHTS,10,0xaaaacb758f57,1779383,7,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
177,WEIGHTS,10,0xaaaacbd3aa54,7946676,6,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
178,WEIGHTS,10,0xaaaacba14a5e,4645310,0,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
179,WEIGHTS,10,0xaaaacc1c774e,12717742,5,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
180,WEIGHTS,10,0xaaaacc44d27a,15362522,4,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
181,WEIGHTS,10,0xaaaacbda237d,8370909,5,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
182,WEIGHTS,10,0xaaaacba7a159,5060793,0,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
183,WEIGHTS,10,0xaaaacbbbf6ba,6393370,0,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
184,WEIGHTS,10,0xaaaacccde07e,24344542,5,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
185,WEIGHTS,10,0xaaaacc0aa678,11550168,2,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
186,WEIGHTS,10,0xaaaacb7bdc61,2192321,0,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
187,WEIGHTS,10,0xaaaacccd799e,24318206,0,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
188,WEIGHTS,10,0xaaaacc584ddc,16639292,3,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
189,WEIGHTS,10,0xaaaacccca0ab,24262667,7,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
190,WEIGHTS,10,0xaaaacc633f70,17356496,0,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
191,WEIGHTS,10,0xaaaacbc5c7cd,7036717,4,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
192,WEIGHTS,10,0xaaaaccab4e05,22078821,1,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
193,WEIGHTS,10,0xaaaacb6910c7,960551,3,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
194,WEIGHTS,10,0xaaaaccde19f8,25407832,0,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
195,WEIGHTS,10,0xaaaacc6fd2f2,18180690,7,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
196,WEIGHTS,10,0xaaaacbc2e9be,6848798,6,WEIGHTS,0,0,0,1,1,109,109,0.982662,0.982662,0.000000,0
