run_id,target,k,fault_ddr4_addr,fault_byte_offset,fault_bit,fault_region,timeout,crash,output_anomaly,top1_match,top5_match,baseline_top1,faulty_top1,baseline_prob,faulty_prob,prob_drop,recovered
122,FEATURE_MAPS,10,0xaaaae370d54f,64767,2,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.982567,0.000095,0
123,FEATURE_MAPS,10,0xaaaae36ff7f5,8101,2,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.984072,-0.001410,0
124,FEATURE_MAPS,10,0xaaaae370d472,64546,6,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.982463,0.000199,0
125,FEATURE_MAPS,10,0xaaaae3707d5c,42252,6,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.984094,-0.001432,0
126,FEATURE_MAPS,10,0xaaaae3717d29,107737,4,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.982777,-0.000116,0
127,FEATURE_MAPS,10,0xaaaae37015f2,15778,6,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.984351,-0.001689,0
128,FEATURE_MAPS,10,0xaaaae370b2e2,55954,0,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.984863,-0.002201,0
129,FEATURE_MAPS,10,0xaaaae371360f,89535,3,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.986175,-0.003513,0
130,FEATURE_MAPS,10,0xaaaae371abbf,119663,4,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.982743,-0.000081,0
131,FEATURE_MAPS,10,0xaaaae37215ae,146782,7,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.982742,-0.000080,0
132,FEATURE_MAPS,10,0xaaaae3719535,113893,3,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.983753,-0.001091,0
133,FEATURE_MAPS,10,0xaaaae37069ba,37226,5,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.986496,-0.003834,0
134,FEATURE_MAPS,10,0xaaaae36ffe97,9799,6,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.984524,-0.001862,0
135,FEATURE_MAPS,10,0xaaaae37198d0,114816,0,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.982262,0.000400,0
136,FEATURE_MAPS,10,0xaaaae3712280,84528,3,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.982723,-0.000061,0
137,FEATURE_MAPS,10,0xaaaae3701b21,17105,2,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.982622,0.000040,0
138,FEATURE_MAPS,10,0xaaaae37203cc,142204,2,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.982792,-0.000130,0
